Health Area,Site Name,Date,Population Band,Population,Result Description - N1 Gene,Reported Value - N1 Gene (gc/l),Days Since Sampled
Lanarkshire,Philipshill,04/09/2020,10k - 100k,43889,Positive (DNQ),7845,388 days
Lanarkshire,Philipshill,10/09/2020,10k - 100k,43889,Positive (DNQ),1612,382 days
Lanarkshire,Philipshill,20/09/2020,10k - 100k,43889,Positive,19346,372 days
Lanarkshire,Philipshill,24/09/2020,10k - 100k,43889,Positive,12601,368 days
Lanarkshire,Philipshill,02/10/2020,10k - 100k,43889,Positive,29868,360 days
Lanarkshire,Philipshill,06/10/2020,10k - 100k,43889,Positive,98134,356 days
Lanarkshire,Philipshill,14/10/2020,10k - 100k,43889,Positive,53886,348 days
Lanarkshire,Philipshill,23/10/2020,10k - 100k,43889,Positive,98972,339 days
Lanarkshire,Philipshill,26/10/2020,10k - 100k,43889,Positive,119819,336 days
Lanarkshire,Philipshill,04/11/2020,10k - 100k,43889,Positive,42714,327 days
Lanarkshire,Philipshill,09/11/2020,10k - 100k,43889,Positive,30169,322 days
Lanarkshire,Philipshill,10/11/2020,10k - 100k,43889,Positive,40316,321 days
Lanarkshire,Philipshill,11/11/2020,10k - 100k,43889,Positive,32448,320 days
Lanarkshire,Philipshill,16/11/2020,10k - 100k,43889,Positive,153336,315 days
Lanarkshire,Philipshill,23/11/2020,10k - 100k,43889,Positive,35068,308 days
Lanarkshire,Philipshill,25/11/2020,10k - 100k,43889,Positive (DNQ),7809,306 days
Lanarkshire,Philipshill,30/11/2020,10k - 100k,43889,Positive,177194,301 days
Lanarkshire,Philipshill,01/12/2020,10k - 100k,43889,Positive,249170,300 days
Lanarkshire,Philipshill,02/12/2020,10k - 100k,43889,Positive,35388,299 days
Lanarkshire,Philipshill,09/12/2020,10k - 100k,43889,Positive,16015,292 days
Lanarkshire,Philipshill,11/12/2020,10k - 100k,43889,Positive,27694,290 days
Lanarkshire,Philipshill,15/12/2020,10k - 100k,43889,Positive,47531,286 days
Lanarkshire,Philipshill,29/12/2020,10k - 100k,43889,Positive,119653,272 days
Lanarkshire,Philipshill,06/01/2021,10k - 100k,43889,Positive,81968,264 days
Lanarkshire,Philipshill,12/01/2021,10k - 100k,43889,Positive,105054,258 days
Lanarkshire,Philipshill,19/01/2021,10k - 100k,43889,Positive,60899,251 days
Lanarkshire,Philipshill,25/01/2021,10k - 100k,43889,Positive,147038,245 days
Lanarkshire,Philipshill,02/02/2021,10k - 100k,43889,Positive,57776,237 days
Lanarkshire,Philipshill,08/02/2021,10k - 100k,43889,Positive,20999,231 days
Lanarkshire,Philipshill,16/02/2021,10k - 100k,43889,Positive,21906,223 days
Lanarkshire,Philipshill,22/02/2021,10k - 100k,43889,Positive,11823,217 days
Lanarkshire,Philipshill,01/03/2021,10k - 100k,43889,Positive,23927,210 days
Lanarkshire,Philipshill,12/03/2021,10k - 100k,43889,Positive,24356,199 days
Lanarkshire,Philipshill,16/03/2021,10k - 100k,43889,Positive,14528,195 days
Lanarkshire,Philipshill,24/03/2021,10k - 100k,43889,Positive,20564,187 days
Lanarkshire,Philipshill,01/04/2021,10k - 100k,43889,Positive,18068,179 days
Lanarkshire,Philipshill,07/04/2021,10k - 100k,43889,Positive,11647,173 days
Lanarkshire,Philipshill,15/04/2021,10k - 100k,43889,Positive,25107,165 days
Lanarkshire,Philipshill,29/04/2021,10k - 100k,43889,Positive,25071,151 days
Lanarkshire,Philipshill,06/05/2021,10k - 100k,43889,Positive,11386,144 days
Lanarkshire,Philipshill,13/05/2021,10k - 100k,43889,Positive,11816,137 days
Lanarkshire,Philipshill,17/05/2021,10k - 100k,43889,Positive (DNQ),1595,133 days
Lanarkshire,Philipshill,26/05/2021,10k - 100k,43889,Positive,20817,124 days
Lanarkshire,Philipshill,31/05/2021,10k - 100k,43889,Positive,46634,119 days
Lanarkshire,Philipshill,10/06/2021,10k - 100k,43889,Positive,39946,109 days
Lanarkshire,Philipshill,14/06/2021,10k - 100k,43889,Positive,24692,105 days
Lanarkshire,Philipshill,25/06/2021,10k - 100k,43889,Positive,48232,94 days
Lanarkshire,Philipshill,02/07/2021,10k - 100k,43889,Positive,186421,87 days
Lanarkshire,Philipshill,09/07/2021,10k - 100k,43889,Positive,147097,80 days
Lanarkshire,Philipshill,16/07/2021,10k - 100k,43889,Positive,149783,73 days
Lanarkshire,Philipshill,23/07/2021,10k - 100k,43889,Positive,118874,66 days
Lanarkshire,Philipshill,30/07/2021,10k - 100k,43889,Positive,338276,59 days
Lanarkshire,Philipshill,05/08/2021,10k - 100k,43889,Positive,115311,53 days
Lanarkshire,Philipshill,13/08/2021,10k - 100k,43889,Positive,160684,45 days
Lanarkshire,Philipshill,16/08/2021,10k - 100k,43889,Positive,145815,42 days
Lanarkshire,Philipshill,27/08/2021,10k - 100k,43889,Positive,892468,31 days
Lanarkshire,Philipshill,30/08/2021,10k - 100k,43889,Positive,877170,28 days
Lanarkshire,Philipshill,10/09/2021,10k - 100k,43889,Positive,553786,17 days
Lanarkshire,Philipshill,16/09/2021,10k - 100k,43889,Positive,260925,11 days
Lanarkshire,Philipshill,23/09/2021,10k - 100k,43889,Positive,598237,4 days
Lanarkshire,Shotts,08/01/2021,4k - 10k,8248,Positive,62116,262 days
Lanarkshire,Shotts,15/01/2021,4k - 10k,8248,Positive,71297,255 days
Lanarkshire,Shotts,21/01/2021,4k - 10k,8248,Positive (DNQ),7087,249 days
Lanarkshire,Shotts,01/02/2021,4k - 10k,8248,Positive,70956,238 days
Lanarkshire,Shotts,09/02/2021,4k - 10k,8248,Positive,94782,230 days
Lanarkshire,Shotts,16/02/2021,4k - 10k,8248,Positive,62162,223 days
Lanarkshire,Shotts,24/02/2021,4k - 10k,8248,Positive,46157,215 days
Lanarkshire,Shotts,05/03/2021,4k - 10k,8248,Positive,17568,206 days
Lanarkshire,Shotts,10/03/2021,4k - 10k,8248,Positive,51129,201 days
Lanarkshire,Shotts,18/03/2021,4k - 10k,8248,Positive,28490,193 days
Lanarkshire,Shotts,24/03/2021,4k - 10k,8248,Positive,48063,187 days
Lanarkshire,Shotts,01/04/2021,4k - 10k,8248,Positive (DNQ),5494,179 days
Lanarkshire,Shotts,06/04/2021,4k - 10k,8248,Positive (DNQ),9950,174 days
Lanarkshire,Shotts,13/04/2021,4k - 10k,8248,Positive,22946,167 days
Lanarkshire,Shotts,29/04/2021,4k - 10k,8248,Positive,12754,151 days
Lanarkshire,Shotts,04/05/2021,4k - 10k,8248,Positive,25921,146 days
Lanarkshire,Shotts,12/05/2021,4k - 10k,8248,Positive,51933,138 days
Lanarkshire,Shotts,19/05/2021,4k - 10k,8248,Positive (DNQ),6930,131 days
Lanarkshire,Shotts,25/05/2021,4k - 10k,8248,Positive (DNQ),2003,125 days
Lanarkshire,Shotts,01/06/2021,4k - 10k,8248,Negative,0,118 days
Lanarkshire,Shotts,08/06/2021,4k - 10k,8248,Positive,30217,111 days
Lanarkshire,Shotts,16/06/2021,4k - 10k,8248,Positive,12032,103 days
Lanarkshire,Shotts,23/06/2021,4k - 10k,8248,Positive,17694,96 days
Lanarkshire,Shotts,01/07/2021,4k - 10k,8248,Positive,98613,88 days
Lanarkshire,Shotts,08/07/2021,4k - 10k,8248,Positive,296213,81 days
Lanarkshire,Shotts,20/07/2021,4k - 10k,8248,Positive,305887,69 days
Lanarkshire,Shotts,29/07/2021,4k - 10k,8248,Positive,283855,60 days
Lanarkshire,Shotts,18/08/2021,4k - 10k,8248,Positive,191063,40 days
Lanarkshire,Shotts,31/08/2021,4k - 10k,8248,Positive,160885,27 days
Lanarkshire,Shotts,14/09/2021,4k - 10k,8248,Positive,567675,13 days
Lanarkshire,Skellyton,12/01/2021,10k - 100k,14740,Positive,152127,258 days
Lanarkshire,Skellyton,27/01/2021,10k - 100k,14740,Positive,396221,243 days
Lanarkshire,Skellyton,02/02/2021,10k - 100k,14740,Positive,174325,237 days
Lanarkshire,Skellyton,15/02/2021,10k - 100k,14740,Positive,44522,224 days
Lanarkshire,Skellyton,22/02/2021,10k - 100k,14740,Positive (DNQ),5816,217 days
Lanarkshire,Skellyton,01/03/2021,10k - 100k,14740,Positive,195654,210 days
Lanarkshire,Skellyton,12/03/2021,10k - 100k,14740,Positive (DNQ),6772,199 days
Lanarkshire,Skellyton,18/03/2021,10k - 100k,14740,Positive (DNQ),7773,193 days
Lanarkshire,Skellyton,02/04/2021,10k - 100k,14740,Positive (DNQ),2221,178 days
Lanarkshire,Skellyton,08/04/2021,10k - 100k,14740,Positive (DNQ),6072,172 days
Lanarkshire,Skellyton,30/04/2021,10k - 100k,14740,Positive,57653,150 days
Lanarkshire,Skellyton,06/05/2021,10k - 100k,14740,Positive (DNQ),2776,144 days
Lanarkshire,Skellyton,11/05/2021,10k - 100k,14740,Positive (DNQ),4033,139 days
Lanarkshire,Skellyton,25/05/2021,10k - 100k,14740,Positive,29114,125 days
Lanarkshire,Skellyton,04/06/2021,10k - 100k,14740,Positive,24464,115 days
Lanarkshire,Skellyton,11/06/2021,10k - 100k,14740,Positive,34342,108 days
Lanarkshire,Skellyton,18/06/2021,10k - 100k,14740,Positive,39901,101 days
Lanarkshire,Skellyton,25/06/2021,10k - 100k,14740,Positive,163450,94 days
Lanarkshire,Skellyton,02/07/2021,10k - 100k,14740,Positive,220163,87 days
Lanarkshire,Skellyton,23/07/2021,10k - 100k,14740,Positive,1006023,66 days
Lanarkshire,Skellyton,27/07/2021,10k - 100k,14740,Positive,372333,62 days
Lanarkshire,Skellyton,23/08/2021,10k - 100k,14740,Positive,518244,35 days
Lanarkshire,Skellyton,30/08/2021,10k - 100k,14740,Positive,906710,28 days
Lanarkshire,Skellyton,15/09/2021,10k - 100k,14740,Positive,227121,12 days
Lanarkshire,Stonehouse,08/01/2021,4k - 10k,5042,Positive,28746,262 days
Lanarkshire,Stonehouse,12/01/2021,4k - 10k,5042,Positive (DNQ),5789,258 days
Lanarkshire,Stonehouse,19/01/2021,4k - 10k,5042,Positive,20370,251 days
Lanarkshire,Stonehouse,05/02/2021,4k - 10k,5042,Positive (DNQ),4514,234 days
Lanarkshire,Stonehouse,10/02/2021,4k - 10k,5042,Positive (DNQ),4386,229 days
Lanarkshire,Stonehouse,15/02/2021,4k - 10k,5042,Positive,23360,224 days
Lanarkshire,Stonehouse,22/02/2021,4k - 10k,5042,Positive,11656,217 days
Lanarkshire,Stonehouse,01/03/2021,4k - 10k,5042,Positive (DNQ),3654,210 days
Lanarkshire,Stonehouse,11/03/2021,4k - 10k,5042,Weak Positive,658,200 days
Lanarkshire,Stonehouse,18/03/2021,4k - 10k,5042,Positive,12163,193 days
Lanarkshire,Stonehouse,26/03/2021,4k - 10k,5042,Weak Positive,658,185 days
Lanarkshire,Stonehouse,02/04/2021,4k - 10k,5042,Positive (DNQ),3529,178 days
Lanarkshire,Stonehouse,06/04/2021,4k - 10k,5042,Positive (DNQ),2400,174 days
Lanarkshire,Stonehouse,27/04/2021,4k - 10k,5042,Positive,45332,153 days
Lanarkshire,Stonehouse,05/05/2021,4k - 10k,5042,Weak Positive,658,145 days
Lanarkshire,Stonehouse,10/05/2021,4k - 10k,5042,Weak Positive,658,140 days
Lanarkshire,Stonehouse,17/05/2021,4k - 10k,5042,Positive,12707,133 days
Lanarkshire,Stonehouse,26/05/2021,4k - 10k,5042,Negative,0,124 days
Lanarkshire,Stonehouse,03/06/2021,4k - 10k,5042,Positive,15035,116 days
Lanarkshire,Stonehouse,11/06/2021,4k - 10k,5042,Positive,36705,108 days
Lanarkshire,Stonehouse,18/06/2021,4k - 10k,5042,Positive (DNQ),6989,101 days
Lanarkshire,Stonehouse,22/06/2021,4k - 10k,5042,Positive,28741,97 days
Lanarkshire,Stonehouse,29/06/2021,4k - 10k,5042,Positive (DNQ),11068,90 days
Lanarkshire,Stonehouse,07/07/2021,4k - 10k,5042,Positive,81885,82 days
Lanarkshire,Stonehouse,21/07/2021,4k - 10k,5042,Positive,22767,68 days
Lanarkshire,Stonehouse,26/07/2021,4k - 10k,5042,Positive,39818,63 days
Lanarkshire,Stonehouse,30/08/2021,4k - 10k,5042,Positive,421327,28 days
Lanarkshire,Stonehouse,06/09/2021,4k - 10k,5042,Positive,423859,21 days
Lanarkshire,Stonehouse,15/09/2021,4k - 10k,5042,Positive,143356,12 days
Lanarkshire,Strathaven,08/01/2021,4k - 10k,6957,Positive,24463,262 days
Lanarkshire,Strathaven,12/01/2021,4k - 10k,6957,Positive,25363,258 days
Lanarkshire,Strathaven,19/01/2021,4k - 10k,6957,Positive,20469,251 days
Lanarkshire,Strathaven,25/01/2021,4k - 10k,6957,Positive (DNQ),7078,245 days
Lanarkshire,Strathaven,02/02/2021,4k - 10k,6957,Positive (DNQ),5737,237 days
Lanarkshire,Strathaven,10/02/2021,4k - 10k,6957,Positive (DNQ),1874,229 days
Lanarkshire,Strathaven,15/02/2021,4k - 10k,6957,Positive (DNQ),2034,224 days
Lanarkshire,Strathaven,22/02/2021,4k - 10k,6957,Positive,77464,217 days
Lanarkshire,Strathaven,01/03/2021,4k - 10k,6957,Positive,38833,210 days
Lanarkshire,Strathaven,11/03/2021,4k - 10k,6957,Positive (DNQ),3872,200 days
Lanarkshire,Strathaven,18/03/2021,4k - 10k,6957,Positive (DNQ),5878,193 days
Lanarkshire,Strathaven,26/03/2021,4k - 10k,6957,Positive,16251,185 days
Lanarkshire,Strathaven,02/04/2021,4k - 10k,6957,Positive,10591,178 days
Lanarkshire,Strathaven,06/04/2021,4k - 10k,6957,Positive,10351,174 days
Lanarkshire,Strathaven,27/04/2021,4k - 10k,6957,Positive,21201,153 days
Lanarkshire,Strathaven,05/05/2021,4k - 10k,6957,Positive,21929,145 days
Lanarkshire,Strathaven,11/05/2021,4k - 10k,6957,Positive (DNQ),6903,139 days
Lanarkshire,Strathaven,17/05/2021,4k - 10k,6957,Weak Positive,658,133 days
Lanarkshire,Strathaven,25/05/2021,4k - 10k,6957,Positive (DNQ),2443,125 days
Lanarkshire,Strathaven,03/06/2021,4k - 10k,6957,Negative,0,116 days
Lanarkshire,Strathaven,08/07/2021,4k - 10k,6957,Positive,18567,81 days
Lanarkshire,Strathaven,20/07/2021,4k - 10k,6957,Positive,79861,69 days
Lanarkshire,Strathaven,26/07/2021,4k - 10k,6957,Positive,37834,63 days
Lanarkshire,Strathaven,05/08/2021,4k - 10k,6957,Positive,24407,53 days
Lanarkshire,Strathaven,30/08/2021,4k - 10k,6957,Positive,408898,28 days
Lanarkshire,Swinstie,08/01/2021,10k - 100k,10508,Positive,62810,262 days
Lanarkshire,Swinstie,15/01/2021,10k - 100k,10508,Positive,66857,255 days
Lanarkshire,Swinstie,27/01/2021,10k - 100k,10508,Positive,10795,243 days
Lanarkshire,Swinstie,04/02/2021,10k - 100k,10508,Positive,24776,235 days
Lanarkshire,Swinstie,19/02/2021,10k - 100k,10508,Positive,32812,220 days
Lanarkshire,Swinstie,24/02/2021,10k - 100k,10508,Positive (DNQ),7581,215 days
Lanarkshire,Swinstie,03/03/2021,10k - 100k,10508,Positive,16555,208 days
Lanarkshire,Swinstie,08/03/2021,10k - 100k,10508,Positive,27089,203 days
Lanarkshire,Swinstie,18/03/2021,10k - 100k,10508,Positive,27011,193 days
Lanarkshire,Swinstie,23/03/2021,10k - 100k,10508,Positive,132188,188 days
Lanarkshire,Swinstie,01/04/2021,10k - 100k,10508,Positive,62820,179 days
Lanarkshire,Swinstie,06/04/2021,10k - 100k,10508,Positive,21167,174 days
Lanarkshire,Swinstie,12/04/2021,10k - 100k,10508,Positive,20788,168 days
Lanarkshire,Swinstie,27/04/2021,10k - 100k,10508,Positive,11921,153 days
Lanarkshire,Swinstie,10/05/2021,10k - 100k,10508,Positive (DNQ),3368,140 days
Lanarkshire,Swinstie,01/06/2021,10k - 100k,10508,Weak Positive,658,118 days
Lanarkshire,Swinstie,11/06/2021,10k - 100k,10508,Positive,38263,108 days
Lanarkshire,Swinstie,15/06/2021,10k - 100k,10508,Positive (DNQ),4964,104 days
Lanarkshire,Swinstie,30/06/2021,10k - 100k,10508,Positive,33705,89 days
Lanarkshire,Swinstie,07/07/2021,10k - 100k,10508,Positive,310843,82 days
Lanarkshire,Swinstie,21/07/2021,10k - 100k,10508,Positive,188434,68 days
Lanarkshire,Swinstie,27/07/2021,10k - 100k,10508,Positive,185966,62 days
Lanarkshire,Swinstie,30/08/2021,10k - 100k,10508,Positive,1359413,28 days
Lanarkshire,Swinstie,15/09/2021,10k - 100k,10508,Positive,300738,12 days
Lothian,Armadale,14/12/2020,10k - 100k,12225,Positive,12986,287 days
Lothian,Armadale,21/12/2020,10k - 100k,12225,Positive,60285,280 days
Lothian,Armadale,08/01/2021,10k - 100k,12225,Positive,33772,262 days
Lothian,Armadale,13/01/2021,10k - 100k,12225,Positive,37537,257 days
Lothian,Armadale,21/01/2021,10k - 100k,12225,Positive,20584,249 days
Lothian,Armadale,25/01/2021,10k - 100k,12225,Positive,236473,245 days
Lothian,Armadale,01/02/2021,10k - 100k,12225,Positive,54462,238 days
Lothian,Armadale,08/02/2021,10k - 100k,12225,Positive,112476,231 days
Lothian,Armadale,19/02/2021,10k - 100k,12225,Positive,182271,220 days
Lothian,Armadale,23/02/2021,10k - 100k,12225,Positive,53113,216 days
Lothian,Armadale,25/02/2021,10k - 100k,12225,Positive,21167,214 days
Lothian,Armadale,02/03/2021,10k - 100k,12225,Positive,12680,209 days
Lothian,Armadale,03/03/2021,10k - 100k,12225,Positive,14291,208 days
Lothian,Armadale,11/03/2021,10k - 100k,12225,Positive,36848,200 days
Lothian,Armadale,12/03/2021,10k - 100k,12225,Positive,23454,199 days
Lothian,Armadale,17/03/2021,10k - 100k,12225,Positive,14687,194 days
Lothian,Armadale,18/03/2021,10k - 100k,12225,Positive,22147,193 days
Lothian,Armadale,24/03/2021,10k - 100k,12225,Positive,13549,187 days
Lothian,Armadale,25/03/2021,10k - 100k,12225,Positive,15452,186 days
Lothian,Armadale,01/04/2021,10k - 100k,12225,Positive (DNQ),2228,179 days
Lothian,Armadale,02/04/2021,10k - 100k,12225,Positive (DNQ),3638,178 days
Lothian,Armadale,06/04/2021,10k - 100k,12225,Positive,15280,174 days
Lothian,Armadale,07/04/2021,10k - 100k,12225,Positive (DNQ),7830,173 days
Lothian,Armadale,12/04/2021,10k - 100k,12225,Positive (DNQ),2111,168 days
Lothian,Armadale,13/04/2021,10k - 100k,12225,Positive (DNQ),1361,167 days
Lothian,Armadale,27/04/2021,10k - 100k,12225,Positive (DNQ),6460,153 days
Lothian,Armadale,28/04/2021,10k - 100k,12225,Positive (DNQ),3816,152 days
Lothian,Armadale,04/05/2021,10k - 100k,12225,Positive,20733,146 days
Lothian,Armadale,05/05/2021,10k - 100k,12225,Positive (DNQ),8249,145 days
Lothian,Armadale,10/05/2021,10k - 100k,12225,Positive,11765,140 days
Lothian,Armadale,11/05/2021,10k - 100k,12225,Positive,12607,139 days
Lothian,Armadale,21/05/2021,10k - 100k,12225,Weak Positive,658,129 days
Lothian,Armadale,26/05/2021,10k - 100k,12225,Positive (DNQ),8247,124 days
Lothian,Armadale,27/05/2021,10k - 100k,12225,Positive,68284,123 days
Lothian,Armadale,31/05/2021,10k - 100k,12225,Positive,21613,119 days
Lothian,Armadale,02/06/2021,10k - 100k,12225,Positive,16584,117 days
Lothian,Armadale,07/06/2021,10k - 100k,12225,Positive (DNQ),9930,112 days
Lothian,Armadale,09/06/2021,10k - 100k,12225,Positive (DNQ),11960,110 days
Lothian,Armadale,14/06/2021,10k - 100k,12225,Positive,69117,105 days
Lothian,Armadale,16/06/2021,10k - 100k,12225,Positive,66458,103 days
Lothian,Armadale,21/06/2021,10k - 100k,12225,Positive,39616,98 days
Lothian,Armadale,23/06/2021,10k - 100k,12225,Positive,158941,96 days
Lothian,Armadale,28/06/2021,10k - 100k,12225,Positive,267866,91 days
Lothian,Armadale,01/07/2021,10k - 100k,12225,Positive,325648,88 days
Lothian,Armadale,06/07/2021,10k - 100k,12225,Positive,265019,83 days
Lothian,Armadale,20/07/2021,10k - 100k,12225,Positive,128555,69 days
Lothian,Armadale,23/07/2021,10k - 100k,12225,Positive,317092,66 days
Lothian,Armadale,27/07/2021,10k - 100k,12225,Positive,174279,62 days
Lothian,Armadale,29/07/2021,10k - 100k,12225,Positive,743596,60 days
Lothian,Armadale,31/08/2021,10k - 100k,12225,Positive,550148,27 days
Lothian,Armadale,03/09/2021,10k - 100k,12225,Positive,963166,24 days
Lothian,Armadale,08/09/2021,10k - 100k,12225,Positive,1102895,19 days
Lothian,Armadale,14/09/2021,10k - 100k,12225,Positive,645462,13 days
Lothian,Armadale,16/09/2021,10k - 100k,12225,Positive,483849,11 days
Lothian,Bathgate,14/12/2020,10k - 100k,13272,Positive,38394,287 days
Lothian,Bathgate,08/01/2021,10k - 100k,13272,Positive,12293,262 days
Lothian,Bathgate,13/01/2021,10k - 100k,13272,Positive,13479,257 days
Lothian,Bathgate,21/01/2021,10k - 100k,13272,Negative,0,249 days
Lothian,Bathgate,25/01/2021,10k - 100k,13272,Positive,61049,245 days
Lothian,Bathgate,01/02/2021,10k - 100k,13272,Positive,72119,238 days
Lothian,Bathgate,08/02/2021,10k - 100k,13272,Positive,110434,231 days
Lothian,Bathgate,10/02/2021,10k - 100k,13272,Positive,12927,229 days
Lothian,Bathgate,15/02/2021,10k - 100k,13272,Positive,40004,224 days
Lothian,Bathgate,19/02/2021,10k - 100k,13272,Positive,46940,220 days
Lothian,Bathgate,23/02/2021,10k - 100k,13272,Positive,18849,216 days
Lothian,Bathgate,25/02/2021,10k - 100k,13272,Positive,59636,214 days
Lothian,Bathgate,02/03/2021,10k - 100k,13272,Positive,54297,209 days
Lothian,Bathgate,03/03/2021,10k - 100k,13272,Positive,33990,208 days
Lothian,Bathgate,11/03/2021,10k - 100k,13272,Positive (DNQ),6074,200 days
Lothian,Bathgate,12/03/2021,10k - 100k,13272,Positive (DNQ),9954,199 days
Lothian,Bathgate,17/03/2021,10k - 100k,13272,Positive,13965,194 days
Lothian,Bathgate,18/03/2021,10k - 100k,13272,Positive,13437,193 days
Lothian,Bathgate,24/03/2021,10k - 100k,13272,Positive,11928,187 days
Lothian,Bathgate,25/03/2021,10k - 100k,13272,Positive (DNQ),3682,186 days
Lothian,Bathgate,01/04/2021,10k - 100k,13272,Positive,51697,179 days
Lothian,Bathgate,02/04/2021,10k - 100k,13272,Positive,24433,178 days
Lothian,Bathgate,12/04/2021,10k - 100k,13272,Positive (DNQ),1786,168 days
Lothian,Bathgate,13/04/2021,10k - 100k,13272,Positive (DNQ),2950,167 days
Lothian,Bathgate,26/04/2021,10k - 100k,13272,Positive (DNQ),3651,154 days
Lothian,Bathgate,27/04/2021,10k - 100k,13272,Positive (DNQ),4468,153 days
Lothian,Bathgate,04/05/2021,10k - 100k,13272,Positive (DNQ),3445,146 days
Lothian,Bathgate,05/05/2021,10k - 100k,13272,Positive (DNQ),5835,145 days
Lothian,Bathgate,11/05/2021,10k - 100k,13272,Positive,18425,139 days
Lothian,Bathgate,20/05/2021,10k - 100k,13272,Positive (DNQ),6907,130 days
Lothian,Bathgate,27/05/2021,10k - 100k,13272,Positive (DNQ),5543,123 days
Lothian,Bathgate,31/05/2021,10k - 100k,13272,Negative,0,119 days
Lothian,Bathgate,02/06/2021,10k - 100k,13272,Positive,33808,117 days
Lothian,Bathgate,07/06/2021,10k - 100k,13272,Positive (DNQ),5091,112 days
Lothian,Bathgate,14/06/2021,10k - 100k,13272,Weak Positive,658,105 days
Lothian,Bathgate,21/06/2021,10k - 100k,13272,Positive,22555,98 days
Lothian,Bathgate,23/06/2021,10k - 100k,13272,Positive,197241,96 days
Lothian,Bathgate,28/06/2021,10k - 100k,13272,Positive,362804,91 days
Lothian,Bathgate,01/07/2021,10k - 100k,13272,Positive,558525,88 days
Lothian,Bathgate,06/07/2021,10k - 100k,13272,Positive,66979,83 days
Lothian,Bathgate,08/07/2021,10k - 100k,13272,Positive,265671,81 days
Lothian,Bathgate,13/07/2021,10k - 100k,13272,Positive,93448,76 days
Lothian,Bathgate,20/07/2021,10k - 100k,13272,Positive,114721,69 days
Lothian,Bathgate,23/07/2021,10k - 100k,13272,Positive,513758,66 days
Lothian,Bathgate,27/07/2021,10k - 100k,13272,Positive,54633,62 days
Lothian,Bathgate,29/07/2021,10k - 100k,13272,Positive,51751,60 days
Lothian,Bathgate,18/08/2021,10k - 100k,13272,Positive,161264,40 days
Lothian,Bathgate,31/08/2021,10k - 100k,13272,Positive,203006,27 days
Lothian,Bathgate,03/09/2021,10k - 100k,13272,Positive,194213,24 days
Lothian,Bathgate,08/09/2021,10k - 100k,13272,Positive,205206,19 days
Lothian,Bathgate,14/09/2021,10k - 100k,13272,Positive,233655,13 days
Lothian,Blackburn,17/12/2020,10k - 100k,18993,Positive (DNQ),5000,284 days
Lothian,Blackburn,04/01/2021,10k - 100k,18993,Positive,54830,266 days
Lothian,Blackburn,05/01/2021,10k - 100k,18993,Positive,42842,265 days
Lothian,Blackburn,06/01/2021,10k - 100k,18993,Positive,23016,264 days
Lothian,Blackburn,11/01/2021,10k - 100k,18993,Positive,21683,259 days
Lothian,Blackburn,18/01/2021,10k - 100k,18993,Positive,14463,252 days
Lothian,Blackburn,25/01/2021,10k - 100k,18993,Positive (DNQ),2450,245 days
Lothian,Blackburn,01/02/2021,10k - 100k,18993,Positive,22147,238 days
Lothian,Blackburn,08/02/2021,10k - 100k,18993,Positive,43062,231 days
Lothian,Blackburn,15/02/2021,10k - 100k,18993,Positive,56749,224 days
Lothian,Blackburn,22/02/2021,10k - 100k,18993,Positive,49145,217 days
Lothian,Blackburn,01/03/2021,10k - 100k,18993,Positive,11787,210 days
Lothian,Blackburn,05/03/2021,10k - 100k,18993,Positive,15539,206 days
Lothian,Blackburn,08/03/2021,10k - 100k,18993,Positive,16111,203 days
Lothian,Blackburn,12/03/2021,10k - 100k,18993,Positive (DNQ),3925,199 days
Lothian,Blackburn,15/03/2021,10k - 100k,18993,Positive,11393,196 days
Lothian,Blackburn,19/03/2021,10k - 100k,18993,Positive,13686,192 days
Lothian,Blackburn,22/03/2021,10k - 100k,18993,Positive (DNQ),5435,189 days
Lothian,Blackburn,26/03/2021,10k - 100k,18993,Positive,47815,185 days
Lothian,Blackburn,29/03/2021,10k - 100k,18993,Positive,23352,182 days
Lothian,Blackburn,02/04/2021,10k - 100k,18993,Positive (DNQ),8877,178 days
Lothian,Blackburn,05/04/2021,10k - 100k,18993,Positive,23828,175 days
Lothian,Blackburn,09/04/2021,10k - 100k,18993,Positive,12176,171 days
Lothian,Blackburn,12/04/2021,10k - 100k,18993,Positive (DNQ),9532,168 days
Lothian,Blackburn,23/04/2021,10k - 100k,18993,Positive,35622,157 days
Lothian,Blackburn,26/04/2021,10k - 100k,18993,Positive,24217,154 days
Lothian,Blackburn,30/04/2021,10k - 100k,18993,Positive,30175,150 days
Lothian,Blackburn,03/05/2021,10k - 100k,18993,Positive,12252,147 days
Lothian,Blackburn,07/05/2021,10k - 100k,18993,Positive (DNQ),3144,143 days
Lothian,Blackburn,10/05/2021,10k - 100k,18993,Positive (DNQ),3256,140 days
Lothian,Blackburn,14/05/2021,10k - 100k,18993,Positive (DNQ),1498,136 days
Lothian,Blackburn,17/05/2021,10k - 100k,18993,Positive,29389,133 days
Lothian,Blackburn,21/05/2021,10k - 100k,18993,Positive (DNQ),3188,129 days
Lothian,Blackburn,24/05/2021,10k - 100k,18993,Positive (DNQ),8910,126 days
Lothian,Blackburn,28/05/2021,10k - 100k,18993,Positive,25476,122 days
Lothian,Blackburn,31/05/2021,10k - 100k,18993,Positive,55582,119 days
Lothian,Blackburn,04/06/2021,10k - 100k,18993,Positive,27284,115 days
