Health Area,Site Name,Date,Population Band,Population,Result Description - N1 Gene,Reported Value - N1 Gene (gc/l),Days Since Sampled
Forth Valley,Alva,23/02/2021,4k - 10k,5243,Positive,81492,216 days
Forth Valley,Alva,01/03/2021,4k - 10k,5243,Positive,21722,210 days
Forth Valley,Alva,02/03/2021,4k - 10k,5243,Positive (DNQ),7825,209 days
Forth Valley,Alva,08/03/2021,4k - 10k,5243,Positive (DNQ),5429,203 days
Forth Valley,Alva,09/03/2021,4k - 10k,5243,Positive,41358,202 days
Forth Valley,Alva,15/03/2021,4k - 10k,5243,Positive (DNQ),5652,196 days
Forth Valley,Alva,16/03/2021,4k - 10k,5243,Positive (DNQ),5966,195 days
Forth Valley,Alva,22/03/2021,4k - 10k,5243,Positive (DNQ),8117,189 days
Forth Valley,Alva,23/03/2021,4k - 10k,5243,Positive (DNQ),4699,188 days
Forth Valley,Alva,30/03/2021,4k - 10k,5243,Positive (DNQ),4104,181 days
Forth Valley,Alva,31/03/2021,4k - 10k,5243,Positive (DNQ),6564,180 days
Forth Valley,Alva,06/04/2021,4k - 10k,5243,Positive (DNQ),5236,174 days
Forth Valley,Alva,09/04/2021,4k - 10k,5243,Positive (DNQ),3716,171 days
Forth Valley,Alva,12/04/2021,4k - 10k,5243,Positive (DNQ),3343,168 days
Forth Valley,Alva,13/04/2021,4k - 10k,5243,Positive (DNQ),1654,167 days
Forth Valley,Alva,27/04/2021,4k - 10k,5243,Positive (DNQ),3671,153 days
Forth Valley,Alva,30/04/2021,4k - 10k,5243,Weak Positive,658,150 days
Forth Valley,Alva,04/05/2021,4k - 10k,5243,Positive (DNQ),1133,146 days
Forth Valley,Alva,06/05/2021,4k - 10k,5243,Weak Positive,658,144 days
Forth Valley,Alva,11/05/2021,4k - 10k,5243,Positive (DNQ),3377,139 days
Forth Valley,Alva,14/05/2021,4k - 10k,5243,Positive (DNQ),1745,136 days
Forth Valley,Alva,19/05/2021,4k - 10k,5243,Positive (DNQ),7844,131 days
Forth Valley,Alva,21/05/2021,4k - 10k,5243,Positive (DNQ),1459,129 days
Forth Valley,Alva,26/05/2021,4k - 10k,5243,Positive (DNQ),2720,124 days
Forth Valley,Alva,28/05/2021,4k - 10k,5243,Positive (DNQ),7542,122 days
Forth Valley,Alva,31/05/2021,4k - 10k,5243,Positive,26756,119 days
Forth Valley,Alva,03/06/2021,4k - 10k,5243,Positive,169382,116 days
Forth Valley,Alva,07/06/2021,4k - 10k,5243,Positive,78595,112 days
Forth Valley,Alva,10/06/2021,4k - 10k,5243,Positive,35760,109 days
Forth Valley,Alva,14/06/2021,4k - 10k,5243,Positive,20714,105 days
Forth Valley,Alva,17/06/2021,4k - 10k,5243,Positive,62413,102 days
Forth Valley,Alva,22/06/2021,4k - 10k,5243,Positive,58761,97 days
Forth Valley,Alva,24/06/2021,4k - 10k,5243,Positive,30625,95 days
Forth Valley,Alva,30/06/2021,4k - 10k,5243,Positive,37294,89 days
Forth Valley,Alva,02/07/2021,4k - 10k,5243,Positive,114838,87 days
Forth Valley,Alva,06/07/2021,4k - 10k,5243,Positive,108481,83 days
Forth Valley,Alva,08/07/2021,4k - 10k,5243,Positive,36045,81 days
Forth Valley,Alva,12/07/2021,4k - 10k,5243,Positive,43735,77 days
Forth Valley,Alva,19/07/2021,4k - 10k,5243,Positive,159016,70 days
Forth Valley,Alva,21/07/2021,4k - 10k,5243,Positive,23320,68 days
Forth Valley,Alva,26/07/2021,4k - 10k,5243,Positive,55457,63 days
Forth Valley,Alva,29/07/2021,4k - 10k,5243,Positive,20948,60 days
Forth Valley,Alva,30/08/2021,4k - 10k,5243,Positive,259763,28 days
Forth Valley,Alva,01/09/2021,4k - 10k,5243,Positive,230941,26 days
Forth Valley,Alva,07/09/2021,4k - 10k,5243,Positive,900924,20 days
Forth Valley,Alva,10/09/2021,4k - 10k,5243,Positive,176880,17 days
Forth Valley,Alva,14/09/2021,4k - 10k,5243,Positive,221829,13 days
Forth Valley,Alva,16/09/2021,4k - 10k,5243,Positive,200501,11 days
Forth Valley,Alva,20/09/2021,4k - 10k,5243,Positive,73580,7 days
Forth Valley,Boness,18/02/2021,10k - 100k,15349,Positive,48793,221 days
Forth Valley,Boness,19/02/2021,10k - 100k,15349,Positive,18498,220 days
Forth Valley,Boness,22/02/2021,10k - 100k,15349,Positive,25461,217 days
Forth Valley,Boness,23/02/2021,10k - 100k,15349,Positive,170939,216 days
Forth Valley,Boness,01/03/2021,10k - 100k,15349,Positive (DNQ),2034,210 days
Forth Valley,Boness,02/03/2021,10k - 100k,15349,Positive (DNQ),3327,209 days
Forth Valley,Boness,08/03/2021,10k - 100k,15349,Positive (DNQ),4385,203 days
Forth Valley,Boness,09/03/2021,10k - 100k,15349,Weak Positive,658,202 days
Forth Valley,Boness,15/03/2021,10k - 100k,15349,Positive (DNQ),1929,196 days
Forth Valley,Boness,16/03/2021,10k - 100k,15349,Positive,31599,195 days
Forth Valley,Boness,22/03/2021,10k - 100k,15349,Positive (DNQ),8128,189 days
Forth Valley,Boness,23/03/2021,10k - 100k,15349,Positive (DNQ),8187,188 days
Forth Valley,Boness,29/03/2021,10k - 100k,15349,Positive (DNQ),4371,182 days
Forth Valley,Boness,30/03/2021,10k - 100k,15349,Positive (DNQ),2546,181 days
Forth Valley,Boness,05/04/2021,10k - 100k,15349,Positive (DNQ),5066,175 days
Forth Valley,Boness,07/04/2021,10k - 100k,15349,Positive,14795,173 days
Forth Valley,Boness,12/04/2021,10k - 100k,15349,Positive (DNQ),4526,168 days
Forth Valley,Boness,13/04/2021,10k - 100k,15349,Positive (DNQ),4861,167 days
Forth Valley,Boness,26/04/2021,10k - 100k,15349,Weak Positive,658,154 days
Forth Valley,Boness,27/04/2021,10k - 100k,15349,Negative,0,153 days
Forth Valley,Boness,04/05/2021,10k - 100k,15349,Weak Positive,658,146 days
Forth Valley,Boness,06/05/2021,10k - 100k,15349,Weak Positive,658,144 days
Forth Valley,Boness,12/05/2021,10k - 100k,15349,Weak Positive,658,138 days
Forth Valley,Boness,13/05/2021,10k - 100k,15349,Positive (DNQ),2436,137 days
Forth Valley,Boness,18/05/2021,10k - 100k,15349,Weak Positive,658,132 days
Forth Valley,Boness,20/05/2021,10k - 100k,15349,Positive (DNQ),2810,130 days
Forth Valley,Boness,25/05/2021,10k - 100k,15349,Positive (DNQ),2820,125 days
Forth Valley,Boness,26/05/2021,10k - 100k,15349,Negative,0,124 days
Forth Valley,Boness,01/06/2021,10k - 100k,15349,Negative,0,118 days
Forth Valley,Boness,03/06/2021,10k - 100k,15349,Positive,11915,116 days
Forth Valley,Boness,08/06/2021,10k - 100k,15349,Positive (DNQ),6646,111 days
Forth Valley,Boness,10/06/2021,10k - 100k,15349,Positive (DNQ),2254,109 days
Forth Valley,Boness,14/06/2021,10k - 100k,15349,Weak Positive,658,105 days
Forth Valley,Boness,16/06/2021,10k - 100k,15349,Negative,0,103 days
Forth Valley,Boness,21/06/2021,10k - 100k,15349,Positive,20066,98 days
Forth Valley,Boness,24/06/2021,10k - 100k,15349,Positive,55544,95 days
Forth Valley,Boness,30/06/2021,10k - 100k,15349,Positive,22168,89 days
Forth Valley,Boness,02/07/2021,10k - 100k,15349,Positive,170295,87 days
Forth Valley,Boness,07/07/2021,10k - 100k,15349,Positive,91908,82 days
Forth Valley,Boness,16/07/2021,10k - 100k,15349,Positive,336148,73 days
Forth Valley,Boness,21/07/2021,10k - 100k,15349,Positive,84471,68 days
Forth Valley,Boness,23/07/2021,10k - 100k,15349,Positive,42166,66 days
Forth Valley,Boness,30/07/2021,10k - 100k,15349,Positive,70719,59 days
Forth Valley,Boness,04/08/2021,10k - 100k,15349,Positive,90182,54 days
Forth Valley,Boness,31/08/2021,10k - 100k,15349,Positive,273959,27 days
Forth Valley,Boness,02/09/2021,10k - 100k,15349,Positive,372500,25 days
Forth Valley,Boness,07/09/2021,10k - 100k,15349,Positive,1000681,20 days
Forth Valley,Boness,09/09/2021,10k - 100k,15349,Positive,244207,18 days
Forth Valley,Boness,15/09/2021,10k - 100k,15349,Positive,42662,12 days
Forth Valley,Bonnybridge,18/02/2021,10k - 100k,14426,Positive,84615,221 days
Forth Valley,Bonnybridge,19/02/2021,10k - 100k,14426,Positive,44559,220 days
Forth Valley,Bonnybridge,22/02/2021,10k - 100k,14426,Positive,39955,217 days
Forth Valley,Bonnybridge,23/02/2021,10k - 100k,14426,Positive,53915,216 days
Forth Valley,Bonnybridge,01/03/2021,10k - 100k,14426,Positive,122461,210 days
Forth Valley,Bonnybridge,02/03/2021,10k - 100k,14426,Positive,19936,209 days
Forth Valley,Bonnybridge,08/03/2021,10k - 100k,14426,Positive,11406,203 days
Forth Valley,Bonnybridge,09/03/2021,10k - 100k,14426,Positive,12785,202 days
Forth Valley,Bonnybridge,15/03/2021,10k - 100k,14426,Positive,11167,196 days
Forth Valley,Bonnybridge,16/03/2021,10k - 100k,14426,Positive,25104,195 days
Forth Valley,Bonnybridge,22/03/2021,10k - 100k,14426,Positive,35084,189 days
Forth Valley,Bonnybridge,23/03/2021,10k - 100k,14426,Positive,29801,188 days
Forth Valley,Bonnybridge,29/03/2021,10k - 100k,14426,Positive,73785,182 days
Forth Valley,Bonnybridge,31/03/2021,10k - 100k,14426,Positive (DNQ),8838,180 days
Forth Valley,Bonnybridge,05/04/2021,10k - 100k,14426,Positive,16234,175 days
Forth Valley,Bonnybridge,08/04/2021,10k - 100k,14426,Weak Positive,658,172 days
Forth Valley,Bonnybridge,12/04/2021,10k - 100k,14426,Positive (DNQ),5485,168 days
Forth Valley,Bonnybridge,13/04/2021,10k - 100k,14426,Weak Positive,658,167 days
Forth Valley,Bonnybridge,26/04/2021,10k - 100k,14426,Positive (DNQ),2287,154 days
Forth Valley,Bonnybridge,30/04/2021,10k - 100k,14426,Weak Positive,658,150 days
Forth Valley,Bonnybridge,04/05/2021,10k - 100k,14426,Positive (DNQ),6321,146 days
Forth Valley,Bonnybridge,06/05/2021,10k - 100k,14426,Weak Positive,658,144 days
Forth Valley,Bonnybridge,13/05/2021,10k - 100k,14426,Positive,15895,137 days
Forth Valley,Bonnybridge,18/05/2021,10k - 100k,14426,Positive (DNQ),4119,132 days
Forth Valley,Bonnybridge,20/05/2021,10k - 100k,14426,Positive (DNQ),3910,130 days
Forth Valley,Bonnybridge,25/05/2021,10k - 100k,14426,Positive,30122,125 days
Forth Valley,Bonnybridge,28/05/2021,10k - 100k,14426,Positive,23711,122 days
Forth Valley,Bonnybridge,01/06/2021,10k - 100k,14426,Positive,40522,118 days
Forth Valley,Bonnybridge,03/06/2021,10k - 100k,14426,Positive,13320,116 days
Forth Valley,Bonnybridge,07/06/2021,10k - 100k,14426,Positive,23140,112 days
Forth Valley,Bonnybridge,09/06/2021,10k - 100k,14426,Positive (DNQ),2997,110 days
Forth Valley,Bonnybridge,16/06/2021,10k - 100k,14426,Positive (DNQ),9692,103 days
Forth Valley,Bonnybridge,18/06/2021,10k - 100k,14426,Positive (DNQ),7366,101 days
Forth Valley,Bonnybridge,21/06/2021,10k - 100k,14426,Positive,30657,98 days
Forth Valley,Bonnybridge,23/06/2021,10k - 100k,14426,Positive,17589,96 days
Forth Valley,Bonnybridge,30/06/2021,10k - 100k,14426,Positive,113882,89 days
Forth Valley,Bonnybridge,02/07/2021,10k - 100k,14426,Positive,241480,87 days
Forth Valley,Bonnybridge,05/07/2021,10k - 100k,14426,Positive,240128,84 days
Forth Valley,Bonnybridge,07/07/2021,10k - 100k,14426,Positive,146492,82 days
Forth Valley,Bonnybridge,12/07/2021,10k - 100k,14426,Positive,46302,77 days
Forth Valley,Bonnybridge,19/07/2021,10k - 100k,14426,Positive,113820,70 days
Forth Valley,Bonnybridge,26/07/2021,10k - 100k,14426,Positive,76162,63 days
Forth Valley,Bonnybridge,05/08/2021,10k - 100k,14426,Positive,119025,53 days
Forth Valley,Bonnybridge,23/08/2021,10k - 100k,14426,Positive,218561,35 days
Forth Valley,Bonnybridge,27/08/2021,10k - 100k,14426,Positive,148863,31 days
Forth Valley,Bonnybridge,31/08/2021,10k - 100k,14426,Positive,110970,27 days
Forth Valley,Bonnybridge,03/09/2021,10k - 100k,14426,Positive,231872,24 days
Forth Valley,Bonnybridge,06/09/2021,10k - 100k,14426,Positive,679912,21 days
Forth Valley,Bonnybridge,08/09/2021,10k - 100k,14426,Positive,287601,19 days
Forth Valley,Bonnybridge,15/09/2021,10k - 100k,14426,Positive,287631,12 days
Forth Valley,Denny,18/02/2021,10k - 100k,11283,Positive,20738,221 days
Forth Valley,Denny,19/02/2021,10k - 100k,11283,Positive,47924,220 days
Forth Valley,Denny,22/02/2021,10k - 100k,11283,Positive,12307,217 days
Forth Valley,Denny,23/02/2021,10k - 100k,11283,Positive,29811,216 days
Forth Valley,Denny,01/03/2021,10k - 100k,11283,Positive,32343,210 days
Forth Valley,Denny,02/03/2021,10k - 100k,11283,Positive,25571,209 days
Forth Valley,Denny,08/03/2021,10k - 100k,11283,Positive,12176,203 days
Forth Valley,Denny,09/03/2021,10k - 100k,11283,Positive,17875,202 days
Forth Valley,Denny,15/03/2021,10k - 100k,11283,Positive,12211,196 days
Forth Valley,Denny,16/03/2021,10k - 100k,11283,Positive,105078,195 days
Forth Valley,Denny,22/03/2021,10k - 100k,11283,Positive,87487,189 days
Forth Valley,Denny,23/03/2021,10k - 100k,11283,Positive,35034,188 days
Forth Valley,Denny,29/03/2021,10k - 100k,11283,Positive,38829,182 days
Forth Valley,Denny,31/03/2021,10k - 100k,11283,Positive,97325,180 days
Forth Valley,Denny,05/04/2021,10k - 100k,11283,Positive,15453,175 days
Forth Valley,Denny,08/04/2021,10k - 100k,11283,Positive,350863,172 days
Forth Valley,Denny,12/04/2021,10k - 100k,11283,Positive,48251,168 days
Forth Valley,Denny,13/04/2021,10k - 100k,11283,Positive (DNQ),7635,167 days
Forth Valley,Denny,26/04/2021,10k - 100k,11283,Positive,27845,154 days
Forth Valley,Denny,30/04/2021,10k - 100k,11283,Weak Positive,658,150 days
Forth Valley,Denny,04/05/2021,10k - 100k,11283,Positive (DNQ),3905,146 days
Forth Valley,Denny,06/05/2021,10k - 100k,11283,Positive (DNQ),5984,144 days
Forth Valley,Denny,10/05/2021,10k - 100k,11283,Positive (DNQ),3746,140 days
Forth Valley,Denny,13/05/2021,10k - 100k,11283,Positive (DNQ),6776,137 days
Forth Valley,Denny,18/05/2021,10k - 100k,11283,Positive (DNQ),9499,132 days
Forth Valley,Denny,20/05/2021,10k - 100k,11283,Positive,51305,130 days
Forth Valley,Denny,25/05/2021,10k - 100k,11283,Positive,12836,125 days
Forth Valley,Denny,28/05/2021,10k - 100k,11283,Weak Positive,658,122 days
Forth Valley,Denny,01/06/2021,10k - 100k,11283,Positive (DNQ),3397,118 days
Forth Valley,Denny,03/06/2021,10k - 100k,11283,Weak Positive,658,116 days
Forth Valley,Denny,07/06/2021,10k - 100k,11283,Weak Positive,658,112 days
Forth Valley,Denny,09/06/2021,10k - 100k,11283,Positive (DNQ),2324,110 days
Forth Valley,Denny,16/06/2021,10k - 100k,11283,Positive (DNQ),6080,103 days
Forth Valley,Denny,18/06/2021,10k - 100k,11283,Positive,65869,101 days
Forth Valley,Denny,22/06/2021,10k - 100k,11283,Positive,28292,97 days
Forth Valley,Denny,24/06/2021,10k - 100k,11283,Positive,12072,95 days
Forth Valley,Denny,30/06/2021,10k - 100k,11283,Positive,33062,89 days
Forth Valley,Denny,02/07/2021,10k - 100k,11283,Positive,78875,87 days
Forth Valley,Denny,05/07/2021,10k - 100k,11283,Positive,57080,84 days
Forth Valley,Denny,07/07/2021,10k - 100k,11283,Positive,183184,82 days
Forth Valley,Denny,13/07/2021,10k - 100k,11283,Positive,82213,76 days
Forth Valley,Denny,19/07/2021,10k - 100k,11283,Positive,77097,70 days
Forth Valley,Denny,26/07/2021,10k - 100k,11283,Positive,58686,63 days
Forth Valley,Denny,27/08/2021,10k - 100k,11283,Positive,66582,31 days
Forth Valley,Denny,31/08/2021,10k - 100k,11283,Positive (DNQ),9067,27 days
Forth Valley,Denny,03/09/2021,10k - 100k,11283,Weak Positive,658,24 days
Forth Valley,Denny,06/09/2021,10k - 100k,11283,Negative,0,21 days
Forth Valley,Denny,08/09/2021,10k - 100k,11283,Weak Positive,658,19 days
Forth Valley,Denny,15/09/2021,10k - 100k,11283,Positive,27236,12 days
Forth Valley,Denny,21/09/2021,10k - 100k,11283,Positive,134990,6 days
Forth Valley,Dunblane,29/03/2021,4k - 10k,8253,Weak Positive,658,182 days
Forth Valley,Dunblane,30/03/2021,4k - 10k,8253,Negative,0,181 days
Forth Valley,Dunblane,05/04/2021,4k - 10k,8253,Positive (DNQ),4397,175 days
Forth Valley,Dunblane,09/04/2021,4k - 10k,8253,Positive (DNQ),1987,171 days
Forth Valley,Dunblane,14/04/2021,4k - 10k,8253,Positive (DNQ),2114,166 days
Forth Valley,Dunblane,15/04/2021,4k - 10k,8253,Weak Positive,658,165 days
Forth Valley,Dunblane,26/04/2021,4k - 10k,8253,Positive (DNQ),5433,154 days
Forth Valley,Dunblane,04/05/2021,4k - 10k,8253,Positive (DNQ),5234,146 days
Forth Valley,Dunblane,06/05/2021,4k - 10k,8253,Weak Positive,658,144 days
Forth Valley,Dunblane,11/05/2021,4k - 10k,8253,Weak Positive,658,139 days
Forth Valley,Dunblane,14/05/2021,4k - 10k,8253,Positive (DNQ),1700,136 days
Forth Valley,Dunblane,18/05/2021,4k - 10k,8253,Positive (DNQ),3697,132 days
Forth Valley,Dunblane,20/05/2021,4k - 10k,8253,Weak Positive,658,130 days
Forth Valley,Dunblane,25/05/2021,4k - 10k,8253,Positive,94686,125 days
Forth Valley,Dunblane,28/05/2021,4k - 10k,8253,Positive,12088,122 days
Forth Valley,Dunblane,31/05/2021,4k - 10k,8253,Positive,11373,119 days
Forth Valley,Dunblane,02/06/2021,4k - 10k,8253,Positive (DNQ),2915,117 days
Forth Valley,Dunblane,07/06/2021,4k - 10k,8253,Positive,39711,112 days
Forth Valley,Dunblane,09/06/2021,4k - 10k,8253,Positive,14586,110 days
Forth Valley,Dunblane,14/06/2021,4k - 10k,8253,Positive (DNQ),8102,105 days
Forth Valley,Dunblane,17/06/2021,4k - 10k,8253,Positive,31661912,102 days
Forth Valley,Dunblane,21/06/2021,4k - 10k,8253,Positive,168646,98 days
Forth Valley,Dunblane,24/06/2021,4k - 10k,8253,Positive,37969,95 days
Forth Valley,Dunblane,30/06/2021,4k - 10k,8253,Positive,157310,89 days
Forth Valley,Dunblane,02/07/2021,4k - 10k,8253,Positive,347198,87 days
Forth Valley,Dunblane,06/07/2021,4k - 10k,8253,Positive,35511,83 days
Forth Valley,Dunblane,08/07/2021,4k - 10k,8253,Positive,335419,81 days
Forth Valley,Dunblane,12/07/2021,4k - 10k,8253,Positive,72818,77 days
Forth Valley,Dunblane,19/07/2021,4k - 10k,8253,Positive,50610,70 days
Forth Valley,Dunblane,26/07/2021,4k - 10k,8253,Positive,94404,63 days
Forth Valley,Dunblane,05/08/2021,4k - 10k,8253,Positive,49484,53 days
Forth Valley,Dunblane,18/08/2021,4k - 10k,8253,Positive,158323,40 days
Forth Valley,Dunblane,23/08/2021,4k - 10k,8253,Positive,59956,35 days
Forth Valley,Dunblane,30/08/2021,4k - 10k,8253,Positive,133970,28 days
Forth Valley,Dunblane,01/09/2021,4k - 10k,8253,Positive,191626,26 days
Forth Valley,Dunblane,06/09/2021,4k - 10k,8253,Positive,240960,21 days
Forth Valley,Dunblane,08/09/2021,4k - 10k,8253,Positive,106838,19 days
Forth Valley,Dunblane,14/09/2021,4k - 10k,8253,Positive,219957,13 days
Forth Valley,Dunblane,16/09/2021,4k - 10k,8253,Positive,168314,11 days
Forth Valley,Dunblane,20/09/2021,4k - 10k,8253,Positive,124580,7 days
Forth Valley,Dunblane,22/09/2021,4k - 10k,8253,Positive,175647,5 days
Forth Valley,Falkirk,03/06/2020,10k - 100k,70966,Negative,0,481 days
Forth Valley,Falkirk,09/06/2020,10k - 100k,70966,Negative,0,475 days
Forth Valley,Falkirk,22/08/2020,10k - 100k,70966,Negative,0,401 days
Forth Valley,Falkirk,24/08/2020,10k - 100k,70966,Negative,0,399 days
Forth Valley,Falkirk,03/09/2020,10k - 100k,70966,Positive (DNQ),1903,389 days
Forth Valley,Falkirk,08/09/2020,10k - 100k,70966,Positive (DNQ),2085,384 days
Forth Valley,Falkirk,25/09/2020,10k - 100k,70966,Positive (DNQ),6494,367 days
Forth Valley,Falkirk,07/10/2020,10k - 100k,70966,Positive,41042,355 days
Forth Valley,Falkirk,13/10/2020,10k - 100k,70966,Positive,30605,349 days
Forth Valley,Falkirk,23/10/2020,10k - 100k,70966,Positive,32240,339 days
Forth Valley,Falkirk,30/10/2020,10k - 100k,70966,Positive (DNQ),2506,332 days
Forth Valley,Falkirk,16/11/2020,10k - 100k,70966,Positive,11609,315 days
Forth Valley,Falkirk,04/12/2020,10k - 100k,70966,Positive,25710,297 days
Forth Valley,Falkirk,07/12/2020,10k - 100k,70966,Positive (DNQ),2889,294 days
Forth Valley,Falkirk,14/12/2020,10k - 100k,70966,Positive,17293,287 days
Forth Valley,Falkirk,05/01/2021,10k - 100k,70966,Positive,47482,265 days
Forth Valley,Falkirk,11/01/2021,10k - 100k,70966,Positive,130261,259 days
Forth Valley,Falkirk,22/01/2021,10k - 100k,70966,Positive,16061,248 days
Forth Valley,Falkirk,27/01/2021,10k - 100k,70966,Positive,29711,243 days
Forth Valley,Falkirk,01/02/2021,10k - 100k,70966,Positive,72552,238 days
Forth Valley,Falkirk,08/02/2021,10k - 100k,70966,Positive,212565,231 days
Forth Valley,Falkirk,18/02/2021,10k - 100k,70966,Positive,77857,221 days
Forth Valley,Falkirk,22/02/2021,10k - 100k,70966,Positive,48650,217 days
Forth Valley,Falkirk,01/03/2021,10k - 100k,70966,Positive (DNQ),6831,210 days
Forth Valley,Falkirk,08/03/2021,10k - 100k,70966,Positive,48542,203 days
Forth Valley,Falkirk,09/03/2021,10k - 100k,70966,Positive,22910,202 days
Forth Valley,Falkirk,15/03/2021,10k - 100k,70966,Positive,11083,196 days
Forth Valley,Falkirk,16/03/2021,10k - 100k,70966,Positive,14539,195 days
Forth Valley,Falkirk,22/03/2021,10k - 100k,70966,Positive,29161,189 days
Forth Valley,Falkirk,23/03/2021,10k - 100k,70966,Positive,31034,188 days
Forth Valley,Falkirk,29/03/2021,10k - 100k,70966,Positive,34264,182 days
Forth Valley,Falkirk,31/03/2021,10k - 100k,70966,Positive,19796,180 days
Forth Valley,Falkirk,05/04/2021,10k - 100k,70966,Positive,14461,175 days
Forth Valley,Falkirk,08/04/2021,10k - 100k,70966,Positive (DNQ),5310,172 days
Forth Valley,Falkirk,12/04/2021,10k - 100k,70966,Positive,12001,168 days
Forth Valley,Falkirk,13/04/2021,10k - 100k,70966,Positive (DNQ),6157,167 days
Forth Valley,Falkirk,26/04/2021,10k - 100k,70966,Positive (DNQ),3094,154 days
Forth Valley,Falkirk,30/04/2021,10k - 100k,70966,Positive (DNQ),3894,150 days
Forth Valley,Falkirk,04/05/2021,10k - 100k,70966,Positive (DNQ),2509,146 days
Forth Valley,Falkirk,06/05/2021,10k - 100k,70966,Negative,0,144 days
